Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2022-10-19,27-078,WAS,@,IND,W (+7),1,31:46,5,14,.357,1,5,.200,4,6,.667,2,8,10,3,0,2,2,2,15,10.9,+7
2,2,2022-10-21,27-080,WAS,,CHI,W (+2),1,28:48,6,13,.462,2,5,.400,0,0,,0,3,3,2,1,2,1,6,14,8.6,+17
3,3,2022-10-23,27-082,WAS,@,CLE,L (-10),1,37:56,7,16,.438,4,8,.500,0,1,.000,1,10,11,3,1,1,2,4,18,13.1,+1
4,4,2022-10-25,27-084,WAS,,DET,W (+21),1,25:18,8,13,.615,2,4,.500,2,2,1.000,4,3,7,2,0,0,3,5,20,14.2,+1
5,5,2022-10-28,27-087,WAS,,IND,L (-10),1,30:56,7,13,.538,2,4,.500,6,7,.857,2,4,6,1,1,0,2,4,22,16.0,-13
6,6,2022-10-30,27-089,WAS,@,BOS,L (-18),1,27:55,8,16,.500,0,4,.000,1,2,.500,7,6,13,1,0,2,3,3,17,13.2,-4
7,7,2022-10-31,27-090,WAS,,PHI,L (-7),1,34:40,10,17,.588,3,7,.429,9,9,1.000,4,5,9,3,2,0,0,3,32,31.3,+8
8,8,2022-11-02,27-092,WAS,@,PHI,W (+10),1,34:24,9,13,.692,1,4,.250,11,11,1.000,0,9,9,3,1,3,1,1,30,31.0,+7
9,9,2022-11-04,27-094,WAS,,BRK,L (-42),1,25:41,4,11,.364,2,4,.500,4,6,.667,3,7,10,1,0,0,1,2,14,10.2,-17
10,10,2022-11-06,27-096,WAS,@,MEM,L (-6),1,30:53,3,13,.231,1,6,.167,3,4,.750,1,3,4,3,1,3,4,5,10,2.5,+2
11,11,2022-11-07,27-097,WAS,@,CHO,W (+8),1,30:46,6,14,.429,1,6,.167,6,8,.750,1,7,8,5,0,1,1,4,19,15.2,+3
12,,2022-11-10,27-100,WAS,,DAL,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,12,2022-11-12,27-102,WAS,,UTA,W (+9),1,32:36,12,20,.600,4,8,.500,3,5,.600,1,9,10,2,1,2,1,0,31,27.2,+24
14,13,2022-11-13,27-103,WAS,,MEM,W (+10),1,31:23,7,15,.467,6,10,.600,5,6,.833,3,3,6,2,2,2,2,4,25,21.1,+10
15,14,2022-11-16,27-106,WAS,,OKC,L (-1),1,36:28,8,15,.533,4,7,.571,7,9,.778,2,7,9,4,1,1,2,1,27,24.5,+16
16,15,2022-11-18,27-108,WAS,,MIA,W (+1),1,39:24,7,20,.350,1,6,.167,5,7,.714,2,15,17,5,1,2,1,5,20,16.8,-2
17,16,2022-11-20,27-110,WAS,,CHO,W (+4),1,34:12,4,19,.211,2,8,.250,2,2,1.000,4,4,8,2,1,5,4,5,12,4.2,+5
18,17,2022-11-23,27-113,WAS,@,MIA,L (-8),1,33:09,8,19,.421,2,9,.222,3,6,.500,1,8,9,4,0,0,3,5,21,10.6,-3
19,18,2022-11-25,27-115,WAS,@,MIA,L (-3),1,35:52,7,18,.389,1,4,.250,3,3,1.000,2,5,7,1,0,2,1,3,18,11.0,-6
20,19,2022-11-27,27-117,WAS,@,BOS,L (-9),1,26:18,7,11,.636,0,1,.000,7,8,.875,0,4,4,2,0,0,1,2,21,16.5,-23
21,20,2022-11-28,27-118,WAS,,MIN,W (+15),1,30:55,12,18,.667,6,10,.600,11,11,1.000,2,2,4,3,2,3,1,3,41,39.2,+13
22,21,2022-11-30,27-120,WAS,@,BRK,L (-6),1,37:31,8,14,.571,2,3,.667,9,14,.643,4,15,19,0,1,2,2,2,27,25.3,-3
23,22,2022-12-02,27-122,WAS,@,CHO,L (-1),1,36:22,5,14,.357,0,6,.000,11,13,.846,4,7,11,3,1,1,4,3,21,15.9,+1
24,23,2022-12-04,27-124,WAS,,LAL,L (-11),1,33:35,11,25,.440,1,6,.167,4,6,.667,1,8,9,3,2,1,0,2,27,20.2,-7
25,24,2022-12-07,27-127,WAS,@,CHI,L (-4),1,34:36,8,17,.471,0,6,.000,12,16,.750,1,8,9,4,2,2,5,4,28,20.4,-14
26,25,2022-12-09,27-129,WAS,@,IND,L (-10),1,34:39,11,13,.846,1,2,.500,6,8,.750,2,7,9,2,0,2,4,1,29,25.4,-7
27,26,2022-12-10,27-130,WAS,,LAC,L (-7),1,37:21,8,20,.400,2,4,.500,12,13,.923,0,15,15,5,0,2,3,3,30,24.0,+6
28,27,2022-12-12,27-132,WAS,,BRK,L (-12),1,24:05,7,11,.636,0,1,.000,6,6,1.000,0,3,3,1,2,1,5,2,20,13.6,-22
29,,2022-12-14,27-134,WAS,@,DEN,L (-13),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
30,28,2022-12-17,27-137,WAS,@,LAC,L (-9),1,35:21,8,19,.421,0,3,.000,3,4,.750,1,6,7,2,4,0,2,2,19,13.6,-10
31,29,2022-12-18,27-138,WAS,@,LAL,L (-2),1,37:38,7,18,.389,2,9,.222,5,7,.714,4,7,11,5,2,1,2,2,21,18.7,+5
32,,2022-12-20,27-140,WAS,@,PHO,W (+3),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
33,,2022-12-22,27-142,WAS,@,UTA,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
34,30,2022-12-23,27-143,WAS,@,SAC,W (+14),1,34:24,2,11,.182,0,3,.000,3,5,.600,2,11,13,1,1,2,0,3,7,5.9,+9
35,31,2022-12-27,27-147,WAS,,PHI,W (+5),1,34:38,7,15,.467,3,5,.600,7,9,.778,3,7,10,1,2,3,2,2,24,21.7,+14
36,32,2022-12-28,27-148,WAS,,PHO,W (+25),1,33:37,8,15,.533,2,6,.333,4,4,1.000,1,5,6,2,1,1,3,2,22,16.2,+23
37,33,2022-12-30,27-150,WAS,@,ORL,W (+19),1,35:12,9,13,.692,3,6,.500,9,11,.818,2,11,13,2,1,4,5,4,30,27.0,+32
38,34,2023-01-01,27-152,WAS,@,MIL,W (+23),1,29:23,9,16,.563,0,5,.000,4,4,1.000,1,4,5,0,2,2,2,3,22,16.5,+14
39,35,2023-01-03,27-154,WAS,@,MIL,L (-10),1,34:59,7,13,.538,2,5,.400,6,6,1.000,1,8,9,4,1,1,3,5,22,18.3,-15
40,36,2023-01-06,27-157,WAS,@,OKC,L (-17),1,24:49,3,11,.273,0,2,.000,8,10,.800,3,7,10,0,0,0,3,0,14,7.9,-17
41,37,2023-01-09,27-160,WAS,,NOP,L (-20),1,33:58,8,16,.500,3,5,.600,4,4,1.000,3,7,10,1,0,0,1,0,23,18.9,-2
42,,2023-01-11,27-162,WAS,,CHI,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,38,2023-01-13,27-164,WAS,,NYK,L (-4),1,34:32,6,19,.316,4,8,.500,5,6,.833,1,3,4,1,0,0,2,4,21,8.4,-4
44,39,2023-01-16,27-167,WAS,,GSW,L (-9),1,36:39,9,15,.600,3,7,.429,11,12,.917,0,5,5,3,1,2,1,3,32,28.5,-17
45,40,2023-01-18,27-169,WAS,@,NYK,W (+11),1,32:52,6,17,.353,4,9,.444,6,6,1.000,5,6,11,5,0,2,3,6,22,17.3,+8
46,41,2023-01-21,27-172,WAS,,ORL,W (+20),1,22:59,3,10,.300,1,3,.333,10,10,1.000,1,5,6,0,0,1,2,2,17,11.3,+5
47,,2023-01-24,27-175,WAS,@,DAL,W (+1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
48,,2023-01-25,27-176,WAS,@,HOU,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
49,,2023-01-28,27-179,WAS,@,NOP,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
50,42,2023-01-30,27-181,WAS,@,SAS,W (+21),1,30:00,7,13,.538,1,3,.333,2,2,1.000,1,8,9,7,3,5,2,5,17,21.2,+9
51,43,2023-02-03,27-185,WAS,,POR,L (-8),1,35:12,9,15,.600,3,6,.500,11,12,.917,0,8,8,4,0,1,1,5,32,27.6,+1
52,44,2023-02-04,27-186,WAS,@,BRK,L (-2),1,32:49,11,20,.550,4,5,.800,12,13,.923,1,4,5,2,0,2,5,6,38,25.3,+3
53,45,2023-02-06,27-188,WAS,,CLE,L (-23),1,26:11,7,13,.538,1,6,.167,3,3,1.000,1,6,7,1,0,1,2,3,18,12.4,-21
54,46,2023-02-08,27-190,WAS,,CHO,W (+14),1,35:03,13,22,.591,8,14,.571,2,3,.667,2,7,9,2,0,2,1,2,36,29.9,+12
55,47,2023-02-11,27-193,WAS,,IND,W (+14),1,32:16,4,8,.500,1,3,.333,8,8,1.000,4,6,10,5,0,1,0,2,17,21.0,+14
56,48,2023-02-13,27-195,WAS,@,GSW,L (-9),1,35:50,12,16,.750,2,3,.667,8,8,1.000,1,6,7,2,1,0,4,1,34,28.1,-14
57,49,2023-02-14,27-196,WAS,@,POR,W (+25),1,29:30,10,15,.667,1,3,.333,7,7,1.000,3,9,12,5,0,1,4,5,28,24.5,+14
58,50,2023-02-16,27-198,WAS,@,MIN,W (+8),1,31:57,4,12,.333,1,3,.333,5,7,.714,0,5,5,2,2,2,0,3,14,11.5,-2
59,51,2023-02-24,27-206,WAS,,NYK,L (-6),1,35:19,5,10,.500,5,9,.556,8,8,1.000,1,5,6,3,0,2,3,2,23,19.9,-16
60,,2023-02-26,27-208,WAS,@,CHI,L (-20),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,2023-02-28,27-210,WAS,@,ATL,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
62,52,2023-03-02,27-212,WAS,,TOR,W (+11),1,35:51,8,12,.667,2,4,.500,7,7,1.000,1,4,5,2,1,2,4,4,25,19.9,+7
63,53,2023-03-04,27-214,WAS,,TOR,L (-7),1,39:51,9,14,.643,2,2,1.000,2,3,.667,1,10,11,4,2,2,3,1,22,21.9,+4
64,54,2023-03-05,27-215,WAS,,MIL,L (-6),1,36:16,11,29,.379,1,8,.125,1,1,1.000,5,8,13,5,0,2,1,4,24,16.3,+11
65,55,2023-03-07,27-217,WAS,@,DET,W (+2),1,31:40,8,15,.533,3,7,.429,5,6,.833,4,3,7,2,0,0,1,6,24,18.0,+4
66,56,2023-03-08,27-218,WAS,,ATL,L (-2),1,37:49,17,22,.773,7,10,.700,2,3,.667,0,5,5,5,0,0,1,5,43,36.0,+8
67,57,2023-03-10,27-220,WAS,,ATL,L (-7),1,31:53,8,18,.444,3,7,.429,3,5,.600,0,9,9,0,1,2,2,4,22,13.3,+2
68,58,2023-03-12,27-222,WAS,@,PHI,L (-19),1,25:07,4,15,.267,0,3,.000,1,2,.500,1,5,6,1,1,2,1,4,9,2.4,-23
69,59,2023-03-14,27-224,WAS,,DET,W (+20),1,30:42,5,15,.333,0,6,.000,8,8,1.000,1,6,7,4,3,4,1,2,18,18.8,+6
70,60,2023-03-17,27-227,WAS,@,CLE,L (-23),1,31:41,7,16,.438,1,5,.200,5,5,1.000,0,9,9,3,2,2,4,1,20,15.4,-8
71,,2023-03-18,27-228,WAS,,SAC,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
72,61,2023-03-21,27-231,WAS,@,ORL,L (-10),1,38:15,12,22,.545,3,7,.429,3,3,1.000,1,5,6,3,1,2,2,3,30,22.9,+6
73,62,2023-03-22,27-232,WAS,,DEN,L (-14),1,22:14,11,17,.647,1,3,.333,2,2,1.000,0,3,3,2,0,0,1,3,25,17.6,-18
74,63,2023-03-24,27-234,WAS,,SAS,W (+12),1,27:43,7,11,.636,2,3,.667,7,7,1.000,1,8,9,5,0,3,1,0,23,25.8,+10
75,64,2023-03-26,27-236,WAS,@,TOR,L (-10),1,33:56,9,17,.529,4,7,.571,4,5,.800,1,5,6,2,2,0,3,2,26,19.1,+1
76,65,2023-03-28,27-238,WAS,,BOS,W (+19),1,33:58,14,21,.667,3,5,.600,1,1,1.000,2,11,13,6,1,1,0,1,32,33.1,+26
77,,2023-03-31,27-241,WAS,,ORL,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
78,,2023-04-02,27-243,WAS,@,NYK,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
